City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
174,Sawakin,SD,2022-06-28 18:03:42,19.1059,37.3321,89.78,44,31,14.03
175,Youghal,IE,2022-06-28 18:03:43,51.95,-7.8506,61.09,86,71,16.51
176,Leshukonskoye,RU,2022-06-28 18:03:43,64.8989,45.7622,50.07,53,6,8.12
177,Praia Da Vitoria,PT,2022-06-28 18:03:43,38.7333,-27.0667,71.85,83,75,13.06
178,Lundazi,ZM,2022-06-28 18:01:24,-12.2929,33.1782,59.92,68,100,7.99
179,Miandrivazo,MG,2022-06-28 18:03:44,-19.5167,45.4667,70.72,39,0,14.9
180,Albury,AU,2022-06-28 18:00:11,-36.0833,146.9167,35.33,91,42,3.31
181,Sinnamary,GF,2022-06-28 18:04:44,5.3833,-52.95,81.64,80,90,3.98
182,Kikwit,CD,2022-06-28 18:04:44,-5.041,18.8162,79.36,33,92,2.77
183,East London,ZA,2022-06-28 18:04:45,-33.0153,27.9116,63.46,44,0,5.68
184,Namatanai,PG,2022-06-28 18:04:45,-3.6667,152.4333,78.1,81,36,3.74
185,Chenzhou,CN,2022-06-28 18:04:45,25.8,113.0333,76.55,95,90,5.01
186,Cumana,VE,2022-06-28 18:04:46,10.4635,-64.1775,82.0,77,68,14.29
187,Miri,MY,2022-06-28 18:04:46,4.4148,114.0089,76.91,92,100,6.31
188,Aripuana,BR,2022-06-28 18:04:46,-9.1667,-60.6333,94.78,25,0,2.13
189,Abu Kamal,SY,2022-06-28 18:04:46,34.4506,40.9171,92.86,17,0,7.29
190,Karachi,PK,2022-06-28 18:00:03,24.9056,67.0822,87.62,70,40,11.5
191,Tiksi,RU,2022-06-28 18:04:47,71.6872,128.8694,38.52,70,76,13.87
192,Riohacha,CO,2022-06-28 18:01:15,11.5444,-72.9072,91.78,52,50,15.55
193,Fort Nelson,CA,2022-06-28 18:00:11,58.8053,-122.7002,72.09,38,68,3.76
194,Uttaradit,TH,2022-06-28 18:04:47,17.6667,100.5,74.23,86,99,1.81
195,Ostrovnoy,RU,2022-06-28 18:04:48,68.0531,39.5131,56.3,62,11,5.97
196,Muskogee,US,2022-06-28 18:04:48,35.5834,-95.3336,83.55,50,0,10.36
197,Vazante,BR,2022-06-28 18:04:48,-17.9869,-46.9078,79.07,35,5,6.15
198,Raga,SS,2022-06-28 18:04:49,8.4596,25.678,71.56,91,100,4.36
199,Dalby,AU,2022-06-28 18:04:49,-27.1833,151.2667,47.5,85,23,7.58
200,Anadyr,RU,2022-06-28 18:02:46,64.75,177.4833,51.01,76,94,13.0
201,Alofi,NU,2022-06-28 18:04:49,-19.0595,-169.9187,79.14,78,8,15.3
202,Kaitangata,NZ,2022-06-28 18:04:50,-46.2817,169.8464,38.95,81,98,5.68
203,Victoria,HK,2022-06-28 18:00:02,22.2855,114.1577,87.19,84,94,5.99
204,Bengkulu,ID,2022-06-28 18:04:50,-3.8004,102.2655,75.02,90,99,3.94
205,Maceio,BR,2022-06-28 18:04:50,-9.6658,-35.7353,78.24,73,75,10.36
206,Douglas,US,2022-06-28 18:04:51,41.3,-96.167,84.94,49,0,17.27
207,Mahebourg,MU,2022-06-28 18:01:07,-20.4081,57.7,70.43,64,28,17.98
208,Fort Morgan,US,2022-06-28 18:04:51,40.2503,-103.8,90.82,23,0,9.22
209,Fairbanks,US,2022-06-28 18:01:38,64.8378,-147.7164,67.3,70,100,0.0
210,Praia,CV,2022-06-28 18:00:27,14.9215,-23.5087,75.42,77,83,16.82
211,Cairns,AU,2022-06-28 18:04:52,-16.9167,145.7667,69.75,80,75,17.27
212,Dalvik,IS,2022-06-28 18:04:52,65.9702,-18.5286,52.21,84,99,5.64
213,Price,US,2022-06-28 18:04:52,39.5994,-110.8107,83.46,20,0,6.91
214,Lichinga,MZ,2022-06-28 18:04:52,-13.3128,35.2406,55.15,74,94,2.59
215,Zaraysk,RU,2022-06-28 18:04:53,54.7653,38.8836,58.35,64,14,9.24
216,Hobyo,SO,2022-06-28 18:04:53,5.3505,48.5268,77.58,80,44,27.58
217,Rayong,TH,2022-06-28 18:04:53,12.8333,101.4333,86.79,99,61,3.69
218,Kichera,RU,2022-06-28 18:04:54,55.9375,110.0997,66.16,71,14,3.53
219,Lagoa,PT,2022-06-28 18:04:54,39.05,-27.9833,66.07,93,100,12.46
220,Panguna,PG,2022-06-28 18:04:54,-6.3164,155.4848,66.61,95,43,1.88
221,Upernavik,GL,2022-06-28 18:04:55,72.7868,-56.1549,40.53,71,75,7.9
222,Antofagasta,CL,2022-06-28 18:04:55,-23.65,-70.4,60.08,62,1,11.3
223,Makaha,US,2022-06-28 18:04:55,21.4694,-158.2175,80.51,73,75,8.05
224,Fuerte Olimpo,PY,2022-06-28 18:04:56,-21.0415,-57.8738,90.9,28,15,7.87
225,Shubarshi,KZ,2022-06-28 18:04:56,48.5872,57.1869,73.27,53,84,15.05
226,Klaksvik,FO,2022-06-28 18:05:56,62.2266,-6.589,52.72,97,100,22.7
227,Nizhniy Kuranakh,RU,2022-06-28 18:05:57,58.8353,125.4869,59.43,84,62,3.13
228,Shemonaikha,KZ,2022-06-28 18:05:57,50.6328,81.9056,58.48,67,1,6.87
229,Tautira,PF,2022-06-28 18:05:57,-17.7333,-149.15,78.71,74,15,18.81
230,Guerrero Negro,MX,2022-06-28 18:04:33,27.9769,-114.0611,83.88,52,14,8.9
231,Havre-Saint-Pierre,CA,2022-06-28 18:05:58,50.2334,-63.5986,58.46,75,18,23.31
232,Bonavista,CA,2022-06-28 18:05:58,48.6499,-53.1147,60.78,85,94,18.61
233,Kihei,US,2022-06-28 18:01:56,20.785,-156.4656,78.84,80,100,7.9
234,Anloga,GH,2022-06-28 18:05:58,5.7947,0.8973,79.43,83,75,12.84
235,Bezhetsk,RU,2022-06-28 18:05:59,57.7851,36.6965,55.27,69,1,6.64
236,Nouadhibou,MR,2022-06-28 18:05:59,20.931,-17.0347,70.43,76,3,26.89
237,Khanpur,PK,2022-06-28 18:05:59,28.6453,70.6567,104.67,28,22,20.24
238,Birobidzhan,RU,2022-06-28 18:06:00,48.8,132.95,60.78,95,1,3.58
239,Zhigansk,RU,2022-06-28 18:06:00,66.7697,123.3711,41.74,66,0,13.06
240,Takoradi,GH,2022-06-28 18:06:00,4.8845,-1.7554,78.28,86,48,7.43
241,Chegdomyn,RU,2022-06-28 18:06:00,51.1167,133.0167,57.67,95,91,1.45
242,Flin Flon,CA,2022-06-28 18:06:01,54.7682,-101.865,64.44,33,28,8.43
243,Tubuala,PA,2022-06-28 18:06:01,9.5167,-79.0333,79.84,80,73,4.74
244,Ust-Nera,RU,2022-06-28 18:06:02,64.5667,143.2,62.33,81,100,6.76
245,Naryan-Mar,RU,2022-06-28 18:06:03,67.6713,53.087,42.98,76,26,13.04
246,Augustow,PL,2022-06-28 18:06:04,53.8432,22.9798,75.34,76,41,6.31
247,Hickory,US,2022-06-28 18:04:14,35.7332,-81.3412,82.76,51,0,3.44
248,Avarua,CK,2022-06-28 18:06:04,-21.2078,-159.775,71.65,94,40,2.3
249,Bandon,IE,2022-06-28 18:06:04,51.7469,-8.7425,61.45,73,67,14.23
250,Ilheus,BR,2022-06-28 18:06:05,-14.7889,-39.0494,73.96,61,99,9.8
251,Nikolskoye,RU,2022-06-28 18:06:05,59.7035,30.7861,75.09,53,76,6.82
252,Tabou,CI,2022-06-28 18:06:05,4.423,-7.3528,79.61,77,31,6.26
253,Bol,TD,2022-06-28 18:06:06,13.4586,14.7147,83.82,65,63,1.92
254,Cidreira,BR,2022-06-28 18:06:06,-30.1811,-50.2056,68.2,71,100,2.8
255,Begunitsy,RU,2022-06-28 18:06:06,59.5855,29.3176,67.17,71,29,7.81
256,Umba,RU,2022-06-28 18:06:07,66.6871,34.3429,49.75,67,1,8.3
257,Dehloran,IR,2022-06-28 18:06:07,32.6941,47.2679,97.32,9,0,9.15
258,Egvekinot,RU,2022-06-28 18:06:07,66.3167,-179.1667,35.49,99,100,7.49
259,Solnechnyy,RU,2022-06-28 18:06:08,50.7214,136.6319,61.0,86,65,3.15
260,Loandjili,CG,2022-06-28 18:06:08,-4.7561,11.8578,72.77,86,6,9.53
261,Las Margaritas,MX,2022-06-28 18:06:08,16.3167,-91.9833,76.59,44,15,8.68
262,Santa Rosa De Aguan,HN,2022-06-28 18:06:09,15.95,-85.7167,82.69,70,4,13.47
263,Vao,NC,2022-06-28 18:06:09,-22.6667,167.4833,70.38,75,82,18.14
264,Taltal,CL,2022-06-28 18:06:10,-25.4,-70.4833,67.46,57,0,4.92
265,Graaff-Reinet,ZA,2022-06-28 18:06:10,-32.2522,24.5308,57.72,32,0,4.7
266,Omboue,GA,2022-06-28 18:06:10,-1.5746,9.2618,72.23,86,28,9.78
267,Tondano,ID,2022-06-28 18:06:11,1.3038,124.9112,69.89,94,67,1.21
268,Sultanpur,IN,2022-06-28 18:06:11,26.2667,82.0667,92.07,54,100,9.82
269,Luangwa,ZM,2022-06-28 18:06:11,-15.6167,30.4167,66.74,59,67,6.76
270,Yumen,CN,2022-06-28 18:06:12,40.2833,97.2,77.94,23,51,8.75
271,Ampanihy,MG,2022-06-28 18:06:12,-24.7,44.75,60.71,69,0,13.18
272,Batagay,RU,2022-06-28 18:06:12,67.6333,134.6333,39.76,89,61,1.16
273,Woodward,US,2022-06-28 18:07:13,36.4337,-99.3904,86.97,39,0,4.61
274,Eyrarbakki,IS,2022-06-28 18:07:13,63.863,-21.1481,59.2,75,62,4.88
275,Kota Belud,MY,2022-06-28 18:07:13,6.351,116.4305,77.25,83,100,5.66
276,Kjopsvik,NO,2022-06-28 18:07:14,68.097,16.3742,84.07,42,13,6.53
277,San Andres,CO,2022-06-28 18:07:14,12.5847,-81.7006,86.02,74,75,13.8
278,Port Blair,IN,2022-06-28 18:07:14,11.6667,92.75,82.17,79,60,12.28
279,Tirumullaivasal,IN,2022-06-28 18:07:14,11.2333,79.8333,84.09,72,63,15.86
280,Weyburn,CA,2022-06-28 18:07:15,49.6668,-103.8511,66.18,49,85,6.02
281,College,US,2022-06-28 18:06:28,64.8569,-147.8028,68.2,67,100,0.0
282,Margate,GB,2022-06-28 18:07:15,51.3813,1.3862,69.69,50,7,4.0
283,Tura,IN,2022-06-28 18:07:15,25.5198,90.2201,73.76,96,100,3.56
284,Lucapa,AO,2022-06-28 18:07:16,-8.4192,20.7447,69.66,32,68,3.89
285,Seymchan,RU,2022-06-28 18:07:16,62.8833,152.4333,66.31,70,32,9.22
286,Amahai,ID,2022-06-28 18:07:17,-3.3333,128.9167,76.91,89,70,1.32
287,Nantucket,US,2022-06-28 18:07:17,41.2835,-70.0995,75.31,78,0,11.5
288,Rio Grande,BR,2022-06-28 18:07:17,-32.035,-52.0986,53.71,97,100,18.63
289,Sao Miguel Do Araguaia,BR,2022-06-28 18:07:11,-13.275,-50.1628,91.18,21,2,5.48
290,Rockledge,US,2022-06-28 18:07:18,28.3508,-80.7253,92.21,66,75,13.8
291,Kharp,RU,2022-06-28 18:07:18,66.8014,65.8081,48.31,55,1,7.96
292,Eureka,US,2022-06-28 18:07:18,40.8021,-124.1637,69.67,71,3,7.0
293,Portland,US,2022-06-28 18:06:25,45.5234,-122.6762,69.04,65,100,8.05
294,Jalu,LY,2022-06-28 18:07:19,29.0331,21.5482,93.47,21,0,9.33
